# MA0,MH0,MHch,lam2,laml
4.35778e+02,8.27236e+02,7.46622e+02,1.73579e+00,2.12693e+00
7.06107e+02,4.06385e+02,3.68592e+02,2.82965e+00,5.66475e+00
2.07374e+02,5.29965e+02,6.65304e+02,9.46867e+00,-4.91026e-01
2.23192e+02,5.10130e+02,8.59514e+02,3.00830e+00,2.75677e+00
7.68965e+02,4.05632e+02,7.15147e+02,9.02485e+00,5.50896e+00
8.41039e+02,3.30626e+02,9.67897e+02,3.01316e+00,1.49914e+00
2.52240e+02,2.51298e+02,1.20278e+02,1.17044e+01,-1.82082e+00
7.15025e+02,4.37584e+02,3.74305e+02,1.14699e+01,4.55044e+00
4.69423e+02,8.10172e+02,3.24800e+02,2.10462e+00,-6.48847e-01
9.23171e+02,8.74341e+02,2.52501e+02,1.82812e+00,1.17432e+00
2.30282e+02,7.67701e+02,8.52185e+02,7.77458e+00,-2.69395e-01
9.30606e+02,4.99851e+02,5.47669e+02,5.99477e+00,3.76386e+00
8.57543e+02,3.83608e+02,9.50554e+02,9.34325e+00,1.75429e+00
6.38021e+02,2.60366e+02,9.51453e+02,5.09231e+00,-6.26032e+00
2.56301e+02,5.76876e+02,3.49557e+02,2.50107e+00,2.73188e+00
9.03128e+02,8.57631e+02,5.44840e+02,5.07053e+00,2.30621e+00
5.94756e+02,2.07157e+02,5.61162e+02,3.69390e+00,-1.65596e+00
4.89614e+02,7.52106e+02,8.31473e+02,2.85600e+00,3.93575e+00
2.21392e+02,2.84902e+02,4.99281e+02,6.76942e+00,-6.98435e-01
2.49407e+02,4.98904e+02,6.42055e+02,1.05538e+01,-2.13872e+00
7.67631e+02,1.26082e+02,4.08737e+02,6.74445e+00,4.06750e-01
7.53699e+02,4.50381e+02,5.63454e+02,5.45322e+00,-3.11022e+00
2.38227e+02,3.04261e+02,6.40656e+02,3.14498e+00,1.53723e+00
2.54217e+02,7.67145e+02,9.66258e+02,7.06815e+00,-2.19683e+00
5.26737e+02,6.66427e+02,3.65922e+02,4.89101e+00,2.07984e+00
6.04148e+02,7.55434e+02,2.67286e+02,1.16563e+01,2.84877e+00
7.72253e+02,8.71331e+02,5.22212e+01,2.67084e+00,-1.53457e+00
2.65350e+02,6.98456e+02,8.49187e+02,1.75069e+00,-5.78774e+00
7.07032e+02,5.83011e+02,1.96231e+02,6.49021e+00,1.67434e+00
6.48553e+02,2.69910e+02,9.16821e+02,9.88228e+00,2.45446e+00
2.87682e+02,7.88757e+02,4.40667e+02,4.61070e+00,5.48155e+00
5.67754e+02,6.45587e+02,9.49915e+02,1.98455e+00,2.94427e+00
1.56198e+02,1.90098e+02,6.82003e+02,7.25698e+00,3.97026e+00
1.71120e+02,3.26667e+02,3.54845e+02,7.56926e+00,2.88181e+00
9.76171e+02,5.95253e+02,5.47760e+02,9.12812e+00,-4.58050e+00
9.38769e+02,7.66394e+02,7.95834e+02,8.76096e-01,-2.28215e+00
8.34754e+01,3.06070e+02,6.62564e+02,3.04022e+00,5.03881e+00
3.31242e+02,3.76166e+02,5.43741e+02,2.69356e+00,7.63185e-01
4.68293e+02,8.51252e+02,6.20758e+01,1.60726e+00,-7.01617e-01
1.84056e+02,2.32132e+02,4.07205e+02,1.98523e+00,-5.96221e+00
7.42565e+02,9.16680e+02,5.77714e+01,4.29558e+00,-2.82371e+00
6.06526e+02,5.04910e+02,2.28377e+02,7.41073e-01,-1.00175e+00
7.05944e+02,5.28320e+02,9.41677e+02,1.66048e+00,-5.42784e+00
6.46552e+01,7.00603e+02,8.45110e+02,1.01147e+01,5.74764e+00
8.59904e+02,4.58579e+02,6.33254e+01,7.85250e+00,5.00207e+00
9.65109e+02,8.26124e+02,8.55877e+02,5.00013e+00,-5.29116e+00
1.84891e+02,1.25071e+02,5.92846e+02,3.47772e+00,3.51421e+00
4.00760e+02,5.42906e+02,5.82948e+02,7.16375e+00,-4.60333e+00
1.57022e+02,7.79355e+02,8.01356e+01,9.27642e+00,-3.00473e-01
4.27555e+02,7.60115e+01,6.40918e+02,1.13146e+01,1.81355e+00
3.35627e+02,1.73396e+02,7.96763e+01,3.87774e+00,-4.80537e-01
4.48800e+02,6.97641e+02,4.21748e+02,4.32609e+00,-5.64546e+00
3.40379e+02,1.19126e+02,7.23436e+02,1.21979e+00,-5.03968e+00
1.36395e+02,1.89875e+02,1.59567e+02,8.80633e+00,1.40681e+00
5.85490e+01,6.84127e+02,5.17943e+02,9.00688e+00,-1.45494e+00
1.27303e+02,8.39360e+02,9.42305e+02,3.91152e+00,5.13027e-01
8.95777e+01,8.81754e+02,8.23457e+02,1.32595e+00,-3.62355e+00
6.76406e+02,2.81577e+02,8.60316e+02,1.14580e-01,-5.08457e-01
7.35036e+02,6.30330e+02,8.51190e+02,9.69878e+00,-5.93422e-02
3.88397e+02,6.35636e+02,9.16781e+02,3.30735e+00,-4.40834e-01
9.90127e+02,4.84616e+02,7.70969e+02,1.96048e+00,3.94209e+00
6.25571e+02,5.06203e+02,7.83641e+02,7.36921e+00,1.98779e-01
7.48256e+02,2.05255e+02,1.49400e+02,2.19762e+00,1.57249e-01
3.11387e+02,4.02322e+02,7.40903e+02,7.22288e+00,-1.27341e+00
6.07449e+02,3.84345e+02,3.58316e+02,5.68907e+00,3.37536e+00
4.13635e+02,1.72868e+02,5.04564e+02,9.33631e+00,-5.15146e+00
6.53712e+02,8.24970e+02,7.70595e+01,7.08871e+00,-4.50305e+00
8.42487e+02,3.27076e+02,9.50769e+02,9.64011e+00,-4.98449e+00
9.73968e+02,1.50224e+02,6.04003e+02,9.69625e+00,3.77009e+00
2.87434e+02,5.13772e+02,5.31232e+02,1.06238e+01,-6.61308e-01
5.73667e+02,3.72751e+02,9.01361e+02,2.83341e+00,1.13076e+00
4.66337e+02,8.52314e+02,7.62355e+01,2.80639e+00,4.54553e+00
4.24091e+02,3.91514e+02,9.53182e+02,9.21655e+00,-4.82749e+00
8.50177e+02,8.40598e+02,8.06493e+02,9.51906e+00,-2.50059e+00
2.92926e+02,4.01986e+02,9.53603e+02,1.07806e+01,-3.61221e+00
9.68707e+02,9.44276e+02,1.34703e+02,5.52875e-01,4.95270e+00
9.04947e+02,6.42593e+02,5.44692e+01,1.02342e+01,-4.52306e+00
2.21943e+02,5.27115e+02,6.62941e+02,5.10947e+00,5.73272e+00
6.59677e+02,3.42103e+02,7.08696e+02,1.20761e+01,-1.06908e+00
4.83416e+02,4.25276e+02,1.89179e+02,3.14075e+00,5.63140e+00
4.46578e+02,8.35861e+02,9.99346e+02,2.79725e+00,5.47080e+00
3.37901e+02,4.78513e+02,7.17857e+02,4.37676e+00,2.51361e+00
9.81686e+01,7.78101e+02,9.58523e+02,5.95820e+00,-3.93748e-01
9.67517e+02,2.88741e+02,9.99408e+02,8.67808e-01,5.58490e+00
8.76562e+02,5.84722e+02,3.17117e+02,1.17237e+01,2.93532e+00
7.60107e+02,3.16146e+02,8.09899e+02,7.92019e+00,3.67933e+00
4.48178e+02,5.47253e+01,9.15783e+02,3.79448e+00,-2.75412e-01
3.71793e+02,3.46500e+02,6.94770e+02,2.03476e+00,3.62529e-01
5.01972e+02,9.67276e+02,3.10980e+02,3.47244e+00,5.53130e+00
3.88707e+02,7.36097e+02,9.09881e+01,8.39862e+00,9.49367e-01
1.69889e+02,3.93443e+02,1.29032e+02,9.09748e+00,2.57366e+00
5.56800e+02,1.83702e+02,5.13587e+02,1.49549e+00,5.45471e+00
5.90258e+02,8.46749e+02,8.81521e+02,9.08902e+00,9.77559e-01
1.70349e+02,2.18742e+02,7.40312e+02,2.23210e+00,-3.41332e-01
8.30412e+02,7.76179e+02,2.48043e+02,9.93970e+00,7.50815e-01
9.63093e+02,3.56492e+02,6.91366e+02,6.54383e+00,-1.57513e+00
