# MA0,MH0,MHch,lam2,laml
1.10582e+02,1.76579e+02,1.09284e+02,0.00000e+00,-9.83675e-01
1.16632e+02,1.67097e+02,1.35508e+02,0.00000e+00,-6.40376e-01
1.66044e+02,1.43400e+02,1.52332e+02,0.00000e+00,-5.92345e-01
1.36033e+02,1.70807e+02,1.88569e+02,0.00000e+00,-2.35470e-01
1.01682e+02,1.64819e+02,1.32275e+02,0.00000e+00,-5.63049e-03
1.43605e+02,1.84573e+02,1.82485e+02,0.00000e+00,4.95575e-02
1.24861e+02,1.48500e+02,1.87911e+02,0.00000e+00,3.32087e-01
1.04828e+02,1.49587e+02,1.21539e+02,0.00000e+00,4.81964e-01
1.50675e+02,1.01375e+02,1.05617e+02,0.00000e+00,6.46447e-01
1.47889e+02,1.74124e+02,1.20627e+02,0.00000e+00,9.12595e-01
1.05467e+02,1.06642e+02,2.51004e+02,0.00000e+00,-9.57158e-01
1.26068e+02,1.52867e+02,2.51701e+02,0.00000e+00,-6.37890e-01
1.20957e+02,1.75908e+02,2.13220e+02,0.00000e+00,-5.74550e-01
1.00338e+02,1.02233e+02,2.11563e+02,0.00000e+00,-3.28466e-01
1.02479e+02,1.13560e+02,2.24238e+02,0.00000e+00,-1.17160e-02
1.02766e+02,1.63785e+02,2.04193e+02,0.00000e+00,1.25612e-02
1.15544e+02,1.70103e+02,2.31837e+02,0.00000e+00,3.87029e-01
1.60039e+02,1.52943e+02,2.30915e+02,0.00000e+00,5.98935e-01
1.33988e+02,1.74804e+02,2.15894e+02,0.00000e+00,6.94056e-01
1.28265e+02,1.04752e+02,2.71033e+02,0.00000e+00,8.69820e-01
1.62243e+02,1.11413e+02,3.40927e+02,0.00000e+00,-8.64906e-01
1.03853e+02,1.68661e+02,3.65541e+02,0.00000e+00,-7.57050e-01
1.11082e+02,1.52992e+02,3.49299e+02,0.00000e+00,-5.16451e-01
1.70451e+02,1.67015e+02,2.82512e+02,0.00000e+00,-3.33964e-01
1.41072e+02,1.75081e+02,3.28135e+02,0.00000e+00,-7.76572e-03
1.68655e+02,1.19641e+02,3.26162e+02,0.00000e+00,4.15121e-03
1.80109e+02,1.03616e+02,3.55420e+02,0.00000e+00,3.01028e-01
1.15210e+02,1.62109e+02,2.85023e+02,0.00000e+00,4.24073e-01
1.19239e+02,1.07028e+02,3.65836e+02,0.00000e+00,6.29423e-01
1.10902e+02,1.17849e+02,3.32796e+02,0.00000e+00,8.09893e-01
1.77455e+02,1.13276e+02,4.09622e+02,0.00000e+00,-8.31783e-01
1.62943e+02,1.57270e+02,4.22156e+02,0.00000e+00,-7.70793e-01
1.54012e+02,1.27617e+02,4.23423e+02,0.00000e+00,-5.47282e-01
1.36836e+02,1.24899e+02,4.12535e+02,0.00000e+00,-3.49878e-01
1.77565e+02,1.13527e+02,4.00506e+02,0.00000e+00,-1.08275e-01
1.50361e+02,1.52025e+02,3.77398e+02,0.00000e+00,1.22814e-01
1.49302e+02,1.46727e+02,4.21181e+02,0.00000e+00,3.03603e-01
1.83448e+02,1.64116e+02,3.94859e+02,0.00000e+00,5.58384e-01
1.72643e+02,1.18471e+02,4.52361e+02,0.00000e+00,7.97337e-01
1.24852e+02,1.36504e+02,3.76457e+02,0.00000e+00,8.86368e-01
1.06619e+02,1.55572e+02,4.99378e+02,0.00000e+00,-9.07061e-01
1.58257e+02,1.75281e+02,5.33079e+02,0.00000e+00,-7.29149e-01
1.87260e+02,1.71687e+02,4.88912e+02,0.00000e+00,-5.52503e-01
1.75574e+02,1.27954e+02,5.27762e+02,0.00000e+00,-2.60072e-01
1.81212e+02,1.69813e+02,5.28034e+02,0.00000e+00,-6.10759e-02
1.71450e+02,1.84237e+02,5.13528e+02,0.00000e+00,1.00275e-01
1.57663e+02,1.69975e+02,4.76422e+02,0.00000e+00,3.48973e-01
1.16664e+02,1.69125e+02,4.60745e+02,0.00000e+00,4.11649e-01
1.04898e+02,1.87553e+02,4.75931e+02,0.00000e+00,7.94255e-01
1.15316e+02,1.71218e+02,4.65588e+02,0.00000e+00,8.40801e-01
1.40594e+02,1.62660e+02,5.87048e+02,0.00000e+00,-8.10225e-01
1.69217e+02,1.57123e+02,5.96502e+02,0.00000e+00,-7.50283e-01
1.76841e+02,1.22123e+02,5.58701e+02,0.00000e+00,-5.36303e-01
1.77375e+02,1.81330e+02,6.34332e+02,0.00000e+00,-2.16340e-01
1.60421e+02,1.65198e+02,5.98530e+02,0.00000e+00,-1.59581e-01
1.31313e+02,1.62047e+02,5.64517e+02,0.00000e+00,5.77190e-02
1.43654e+02,1.11946e+02,5.98775e+02,0.00000e+00,3.87078e-01
1.35844e+02,1.19133e+02,5.92351e+02,0.00000e+00,5.25589e-01
1.60923e+02,1.43268e+02,5.88293e+02,0.00000e+00,7.93352e-01
1.80002e+02,1.63105e+02,5.76742e+02,0.00000e+00,8.18540e-01
1.17270e+02,1.50292e+02,7.13654e+02,0.00000e+00,-9.38327e-01
1.75008e+02,1.84176e+02,6.62135e+02,0.00000e+00,-7.06220e-01
1.51238e+02,1.80145e+02,6.63580e+02,0.00000e+00,-5.55680e-01
1.82273e+02,1.81453e+02,7.03977e+02,0.00000e+00,-2.95345e-01
1.28385e+02,1.85848e+02,6.54471e+02,0.00000e+00,-1.70127e-01
1.59902e+02,1.54321e+02,7.15956e+02,0.00000e+00,6.28652e-02
1.54750e+02,1.55713e+02,6.76312e+02,0.00000e+00,3.54261e-01
1.05243e+02,1.70843e+02,6.72149e+02,0.00000e+00,5.12186e-01
1.89416e+02,1.37793e+02,6.78627e+02,0.00000e+00,7.51086e-01
1.24166e+02,1.28327e+02,6.97785e+02,0.00000e+00,9.66378e-01
1.85230e+02,1.48109e+02,8.16525e+02,0.00000e+00,-9.36228e-01
1.44078e+02,1.85385e+02,7.82364e+02,0.00000e+00,-6.20370e-01
1.28296e+02,1.10167e+02,7.45778e+02,0.00000e+00,-5.29196e-01
1.32983e+02,1.15615e+02,7.92835e+02,0.00000e+00,-3.72803e-01
1.60769e+02,1.46415e+02,7.87329e+02,0.00000e+00,-1.85084e-01
1.24856e+02,1.79159e+02,7.59981e+02,0.00000e+00,1.52978e-01
1.62789e+02,1.57116e+02,7.45477e+02,0.00000e+00,3.95871e-01
1.67079e+02,1.12246e+02,7.35359e+02,0.00000e+00,5.58205e-01
1.53474e+02,1.76818e+02,7.62381e+02,0.00000e+00,6.70092e-01
1.17184e+02,1.87691e+02,7.91253e+02,0.00000e+00,8.40210e-01
1.66070e+02,1.16962e+02,8.62687e+02,0.00000e+00,-8.32399e-01
1.11689e+02,1.56729e+02,8.30543e+02,0.00000e+00,-6.06570e-01
1.17532e+02,1.52136e+02,8.76064e+02,0.00000e+00,-5.84443e-01
1.54044e+02,1.41783e+02,8.57622e+02,0.00000e+00,-2.97826e-01
1.13770e+02,1.46968e+02,8.94127e+02,0.00000e+00,-6.60191e-04
1.64851e+02,1.07343e+02,8.63963e+02,0.00000e+00,3.19896e-02
1.77590e+02,1.23717e+02,8.29978e+02,0.00000e+00,3.65527e-01
1.00285e+02,1.57161e+02,8.42650e+02,0.00000e+00,4.60502e-01
1.22232e+02,1.25804e+02,8.80410e+02,0.00000e+00,6.53575e-01
1.58871e+02,1.10429e+02,8.71848e+02,0.00000e+00,8.72939e-01
1.07884e+02,1.78846e+02,9.17124e+02,0.00000e+00,-8.57965e-01
