index,MA0,MH0,MHC,lam2,lamL,xsec_3536_cv,xsec_3536_mean,xsec_3536_std
16432,140.8617635748432,56.21249471232961,2515.677990064226,-1.716951521509884,2.184370377128296,0.5965190349720154,0.16990077622234823,0.10134904707315151
7092,153.9991952718161,53.81908965596911,1651.874525619388,-5.916412559539937,1.3490236228290922,0.5776296464938977,0.12526622181758285,0.07235748342611656
48224,65.54299582440302,164.60340879311048,224.2228905884093,6.226480757393819,2.5756923778834206,0.5695365076378167,0.13604544151574374,0.07748284564092153
38382,86.68970571347424,153.13540420937375,2651.879818165481,3.242686905009897,-3.4381244711062564,0.566546688502398,0.1201547533646226,0.0680732776265493
6975,131.50497487079562,81.66363201350511,2159.144098476766,-3.086802370885929,-0.8608728463223594,0.5660409634374783,0.1213629406131804,0.0686963958302901
5630,147.46469168881922,81.27094480237537,2674.5398574390438,1.3807761335802136,-2.108212236085822,0.5480050878259246,0.14259752836078404,0.07814417105311124
10808,64.08558493843586,158.17801496113702,590.4960012613483,3.1225106377795253,0.9825341200402757,0.5468241674959682,0.16750721305608748,0.0915969923289648
20712,66.59950294461322,131.16835782251238,1053.5033564862679,-2.843809127426624,-0.16312696703246754,0.5417084001586966,0.17413188714534045,0.09432870600211708
225,98.23968532551882,100.81944559330368,2562.295355993295,-4.908341097064216,-0.8365895620802881,0.5399068520695907,0.19558154202997685,0.10559581468032114
37931,62.160489387708466,161.97068033519673,690.1659863294723,3.481215483456694,4.2576867190293,0.5378666175363954,0.13958448700606824,0.07507783588650686
4683,77.0264111777005,129.58346822533332,1988.5512374500915,2.908122423243775,1.5766072562158362,0.5257977268285832,0.25654507089406253,0.13489081510517578
24462,80.58739639843527,136.27033406129817,87.97512792534317,0.5819248445055738,-1.5005700049052306,0.5176842773302285,0.163882886916399,0.08483959388010757
19279,142.2565690623481,70.6904387013203,1443.0600117132415,2.7122588474937697,2.5118711168203838,0.5101231584078657,0.23730121731758116,0.12105284647207581
18920,66.58810022184926,129.9578576189511,2268.8880111055514,-1.4719662409309135,-5.788058581245402,0.5097749917449496,0.21438703160732986,0.10928914726785083
15173,139.9836471802967,62.32580163220117,951.961935575697,-5.5256114318569525,4.659136088288024,0.502581066746645,0.16942750737071038,0.0851510573905967
44262,140.1225952615452,54.34300950549362,2337.297573477086,-2.856698895690495,4.637952924041757,0.5022150035103682,0.1778884964622557,0.08933827187524587
9633,112.23354845306955,96.98840645020675,1625.5304419257025,5.607552749859249,2.0767182424254127,0.500257190856266,0.2473574448749423,0.1237423405105223
20944,56.05712395967145,167.5814281835169,1276.3959909299715,3.0947404397311846,-4.579290776392478,0.49803268283615976,0.1308472416549921,0.06516620280314703
15895,96.30897425508473,103.54495694082888,1268.0357704138498,5.821296176546442,-4.2401994930969495,0.4978508317043421,0.26470492232590914,0.13178356573618713
45008,94.27119623228529,117.41320695511699,2967.9671906695194,2.4564405653428096,-5.097434084469323,0.4945253115368531,0.19260841235518456,0.0952497351245663
22772,110.64181632237882,83.18536679422942,2964.8496976571146,-3.765826106818818,-1.1146094027354927,0.4894844854466353,0.19614196438342332,0.09600844851071223
17199,139.42205709340226,78.05193117162105,1788.6449823670862,-5.685026421598344,5.8776005345582405,0.48790874683051866,0.13189654130488634,0.06435347617934684
36461,160.60462553778297,97.28497278554073,371.0299463807274,0.4923919910394332,-3.631248185588344,0.4841402222001244,0.08604150170460344,0.04165615175369909
45115,118.78855490193483,88.10207888582872,2467.733519824155,-2.7402378331645774,2.332241975271664,0.4815115913384385,0.15246302645653487,0.07341271448936056
21893,180.03056729362322,76.33133337407804,538.6390811834585,4.491170735370515,-0.7985454811205281,0.4780090152121596,0.0884466715157032,0.04227830635001466
33881,130.74288499657817,90.14110009939284,112.40387001923459,4.883311053113427,3.2419686645417514,0.47669079557739275,0.1861020265519619,0.08871312309561978
25292,60.49412845816929,194.51796801596754,922.891249843426,4.087745720526474,-1.5163542270980788,0.47410069172440367,0.08210527839139103,0.03892616927958322
3714,85.89243015643746,149.75762263182807,2389.127615688385,3.188501859737709,6.274744037862352,0.4650141827776107,0.09795330991968512,0.0455496783626644
22508,117.61958197534159,125.67895170919836,1405.1644724838623,-3.0421660188212276,-5.835470756257165,0.46399509346854717,0.0830989739485085,0.03855751618437857
43501,104.0249194941417,95.51766028578771,2013.1105325898284,-2.6053031356118606,-1.2461283346469365,0.46325970471079053,0.1829962069913745,0.08477476881401885
924,71.35380118222939,153.20313965651223,2680.3601224932227,4.254640358511663,5.564968045907154,0.46300744473490313,0.12131481360644102,0.056169661856409314
20327,112.75610756732203,117.2358423884904,2127.331620532154,2.8435051765304866,-1.3248767107130224,0.4590259821732746,0.15582166083157062,0.07152619090708258
33021,239.08782415457682,50.022901598231265,977.9547278842876,-2.437209829678543,2.864847724437043,0.45573166699138856,0.01894833635073155,0.008635356911832414
13342,75.83230097633232,213.06563489280992,2100.110111635714,6.089811406045753,6.1904291305033485,0.45479186227705465,0.04473346342332661,0.020344415136397218
49411,77.82724250785994,107.17703080485052,1717.1147327627734,-3.4585632920035203,1.0657005400913988,0.4543844081994098,0.2585514882951975,0.11748176499808993
11047,290.023367078015,51.761152885730716,133.43214708006326,1.7478872243403494,2.218519448464791,0.45167490512418224,0.02190156085882336,0.009892385422980545
34619,122.57823554333835,86.58504454588959,2799.4620339324974,0.46344003958092905,3.2800312490615777,0.4497804363473235,0.21288457550108433,0.09575131726049245
38033,101.6832761096926,93.14711268262789,1281.72908091261,5.48411008694325,-4.182698753698308,0.44188072699407327,0.3531326103955507,0.15604249460690078
43191,55.29303974060332,249.04479441452233,756.0490742218302,1.461890841609553,-3.875408348722096,0.43988350071148397,0.033246935596689585,0.014624778418201066
35402,68.82406730525567,158.71915629080672,1263.8864036522966,-0.13026655118923802,2.5636754854124213,0.4398092167802337,0.11108398016542197,0.048855758313385254
24991,101.81806143721161,237.94405371277722,2637.4342986199185,-6.002332082708726,-4.423122527077472,0.4397575378960987,0.023969851601868868,0.010540922924172712
34895,239.46010772967028,76.24296424451789,1236.405585264654,-5.6579187977949505,-2.1318590849901042,0.43874924160593687,0.022982164677232506,0.010083407322598513
1156,52.4538931324029,227.78184583038492,2869.206877585439,3.13808845142748,-5.067889596438981,0.4382211683916014,0.04564543949440122,0.02000279782698465
34334,243.40605730825897,61.22717661913895,2721.8817170321904,1.9077260811237622,5.001896987486596,0.4350129116113092,0.03573700533248484,0.015546058741953115
38195,158.13556445641348,95.02852427988884,614.1592437222182,4.2020958855748844,5.677238083394565,0.43455364635948857,0.10511982433497906,0.04568020296943405
21996,211.44161863162924,88.25548476046359,2565.302167324763,-3.9206725446550106,-5.964241220950951,0.4328494278391096,0.027869409443810583,0.012063257931967289
32508,167.0052269387857,57.4517187361066,650.4368507235749,-1.963387174118175,-1.3064944138619854,0.43107674241058486,0.08399621607735754,0.03620881520144288
5919,317.9347266273341,51.25084572547633,1181.771544214686,-2.2596902474516405,4.442179179706322,0.42803285428677684,0.010162282953970134,0.004349790978857695
48395,141.09343930771072,115.27663515614655,2381.878552134292,0.7526495988230275,-1.5154329739868553,0.4274180427442752,0.08644534992054105,0.03694830226738164
32326,205.85857133687065,62.294398046737115,696.6158664752634,5.016451500764582,3.8729554598866454,0.42711097084183935,0.06879616569727659,0.02938359712115985
30108,238.87994683062826,89.61511979985278,821.7154602068446,-0.7958442984651848,0.947153036271092,0.4266533541295109,0.0210705376137048,0.008989815546199173
47187,168.11449717128738,72.69893353778419,1686.7000914217597,0.15857707121807518,2.531628989993658,0.4264058156727795,0.10524285545572638,0.04487616562433144
49302,137.09505064840369,113.7083443218951,1439.976904333951,2.8830151622322724,1.997935052053096,0.42600304705748976,0.10944941475987434,0.04662578418636546
271,211.0756305668063,109.34397507925586,1120.5124852318438,4.443556291078389,-5.00131822891962,0.4252438221930001,0.032931819148361685,0.014004052646417953
26770,219.34185473903722,100.30716477081272,1819.2619973042233,1.091980743002729,-0.6764395573786528,0.42495424454361125,0.03665619419887662,0.015577205313627518
20909,57.37286554151548,234.38756677876563,2121.042888055023,4.855871867826684,4.902241725838131,0.42452995196008,0.04042104290798307,0.017159943403902384
32443,240.32814365641786,77.05787946384513,239.38780711536177,3.2219492277835027,-4.644610093654064,0.42417541220699234,0.03198184375651181,0.01356591175855802
40180,183.2357652731871,67.62542865026046,2043.9340102150002,-1.4315704996263507,2.5237771077746896,0.41993979387458524,0.06161474755033851,0.025874484385923758
33037,145.19936268345148,119.93342814818264,1847.47341257544,3.0269034314011254,3.7755352172654515,0.4198519713325708,0.0806475605070591,0.03386003726205154
34496,275.7615966388903,54.00441530044645,1567.4633613370324,1.4018233691585653,1.4141088677603042,0.4197025142717085,0.023793768445029853,0.00998630444037787
37162,144.01271192229825,171.89161703002054,983.8657138096536,-2.884218827121146,-5.876928940336868,0.41932890209041734,0.03098027506843209,0.012990924730904758
46586,208.62755500332347,58.447888554800635,1482.1135592391408,2.7193608580780637,-5.278547328626553,0.4180496966143564,0.0649637135118246,0.027158060724560243
42297,260.31824288872457,116.92154222595455,2010.3785835882206,2.513482014550066,4.720992281100413,0.41708285798318195,0.017611757013946773,0.007345561949482271
29320,165.77430982633587,193.0086401801469,2674.4419233946687,0.6240267146717944,-1.0577048979798942,0.41602499208858973,0.02299127995967865,0.009564947063331861
18199,105.62056888681082,194.2988050604972,1288.3235088650022,4.38555395252795,5.846659953685309,0.4151873057066531,0.04749053256586194,0.019717466262594286
8685,84.60396945119135,202.80846323058051,2818.2476396858056,5.794288654170636,4.7964869936303085,0.4149527786256791,0.052104652989655734,0.021620970537384442
38188,171.15814692166123,112.32096710103076,2224.5035712241393,-4.92850333611178,1.5007878319915777,0.41272817189185146,0.043934807647019625,0.018133132842574545
8894,286.50621412872795,67.41781351379751,1150.2647774578356,5.231461086494257,4.890607181297533,0.41256773457269175,0.02115257936529815,0.008726871749110124
32297,177.94592981682683,133.65578223103316,1292.6080677523794,5.149365194867832,1.0459928364188853,0.411237891108021,0.04624361071735621,0.019017124948625844
34485,110.0603745301266,150.0073935273602,2774.4295588969094,0.22516957524332337,0.28055405439350256,0.41014818532211134,0.07992798440158368,0.032782317758763564
10754,77.7867304078296,114.26036148722389,410.19256253346543,3.842312878761785,-5.909279421555643,0.40737022725594724,0.32824219413101674,0.13371609721814304
21479,177.58240657095072,139.55160879797887,283.2417824868339,-1.7443789496089313,2.8942000328265696,0.4065494007204449,0.03278103732503951,0.013327111079489347
26657,140.08079534676935,177.87592953259764,2176.971818798473,1.0730464041775116,-4.886603677437344,0.4055091763909803,0.039310727082192895,0.015940860562430645
25567,245.3545640743319,85.97126458938567,317.09886641984025,-0.9563685454928912,-1.0671203634745456,0.405321263283209,0.020508721973747014,0.008312621098723248
9683,58.755177883709734,314.69406281012476,2791.495469712176,6.034541322671979,1.8101017207927796,0.4052172308455367,0.016001470433548094,0.0064840715385390876
